"OBJECTID","TABLE_NAME","FK_TABLE_ID","DISCUSSION","LOGGED_BY","LOG_DATE","CREATED_USER","CREATED_DATE","LAST_EDITED_USER","LAST_EDITED_DATE","ACTIVE","RESPONSIBLE_POC","POC_REVIEW_DATE"
1605,"RISK_REGISTER","TR-9d","Conduct a sources sought of other speakers; development salient characteristics specifications; laboratory testing of other systems; sources sought on salient conditions desired. ","","","",,"",,"","",
27,"RISK_REGISTER","TR-9d","Single source production rate is very limited; sole source procurement required.","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.00.000000000 PM,"BRANDONROAD",20-AUG-21 03.29.00.000000000 PM,"","",
1606,"RISK_REGISTER","TR-9e","May need a different speaker manufacturer, different sound systems may be needed. There are concerns with stray currents frying the acoustic speakers. ","","","",,"",,"","",
1607,"RISK_REGISTER","TR-9e","Test spare speakers in existing barrier to see impacts; collect field data on acoustics when they close the electric current; continued R&D.","","","",,"",,"","",
53,"RISK_REGISTER","TR-9e","We don't know what the effects the electric barrier or stray current will have on the speakers and their operation.","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.00.000000000 PM,"BRANDONROAD",20-AUG-21 03.29.00.000000000 PM,"","",
1608,"RISK_REGISTER","TR-9f","Unknown until measured; increased maintenance and/or repair/replacement.","","","",,"",,"","",
1609,"RISK_REGISTER","TR-9f","Test speakers for an extended period of time; measure the success (durability and any degradation) at Locks 19 & 6.","","","",,"",,"","",
29,"RISK_REGISTER","TR-9f","Acoustic system has not been tested for 25 or 50 yr. operation.","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.00.000000000 PM,"BRANDONROAD",20-AUG-21 03.29.00.000000000 PM,"","",
1610,"RISK_REGISTER","TR-9g","Acoustic barrier performance may be diminished by bubble curtain;. Air normally effects sound propagation in water; two technologies combined have not included fish response; operational cost of air compressors at L19 in conjunction with acoustic testing. ","","","",,"",,"","",
1611,"RISK_REGISTER","TR-9g","Testing at Lock 19 with air bubble curtain on can be done to collect data; look at other sites testing bubble curtains (Barkley, Peoria); look at funding OD for additional air compressor costs at testing sites. ","","","",,"",,"","",
28,"RISK_REGISTER","TR-9g","Don't know the effects air bubbles will have on sound.","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.00.000000000 PM,"BRANDONROAD",20-AUG-21 03.29.00.000000000 PM,"","",
1612,"RISK_REGISTER","TR-9h","Bridge sounds overlapping with acoustic deterrent. ","","","",,"",,"","",
1613,"RISK_REGISTER","TR-9h","ERDC is aware of the risk; Conduct additional sound testing at Brandon Road.","","","",,"",,"","",
52,"RISK_REGISTER","TR-9h","Ambient noise of the bridge could interfere with the acoustic deterrent.","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.00.000000000 PM,"BRANDONROAD",20-AUG-21 03.29.00.000000000 PM,"","",
660,"RISK_REGISTER","TR-6g","Are there impacts to navigation maneuverability & operations resulting from the shape, width, length, depth and alignment of the engineered channel and the construction method required to implement?
Possible impacts include delays during construction, access for passage of vessels in the DS approach channel.
The team will conduct workshops to coordinate and gather input from navigation, USCG, Operations, IL DOT as opportunity to identify the most efficient size, layout, construction method and construction sequencing to implement the project and minimize impact to navigation, conduct physical modeling, gather AISAP data to analyze transit times.  Identification of construction sequencing is a Key Decision Point.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
1614,"RISK_REGISTER","TR-6g","The team will conduct queuing analysis. AIS testing will begin October 2021.","Marisa Lack","5-Oct-2021","",,"",,"","",
23,"RISK_REGISTER","TR-1d","Upload from spreadsheet:  PDT Discussions and Conclusions: We could not conduct numeric modeling of barges in the chamber to measure the effectiveness of flush. How often will we be able to flush during certain times of the year? How do we buy down risk with physical modeling?; PDT Discussion on Likelihood and Impact: We're not able to clear floating ANS from the chamber at the efficacy level required.; Risk Managment Discussion: Review hydrograph and compare to invasive carp spawning to capture this risk of passage during low flow periods. Conduct validation during physical modeling to identify a level of water exchange (effectiveness) for different head differential conditions.","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.58.000000000 PM,"BRANDONROAD",22-OCT-21 03.51.44.000000000 PM,"","",
32,"RISK_REGISTER","TR-18a","Upload from spreadsheet:  PDT Discussions and Conclusions: water column distribution of current, shallower channel depth, what is the consequence at Brandon Road, leads to material choices and voltages, can we accommodate the same design as at Romeoville?; PDT Discussion on Likelihood and Impact: Due to the minimal depth between the electrodes and the barges that design parameters will be changed drastically.; Risk Managment Discussion: Working at defining design parimeters for varying tailwater conditions to set limits for the design of the electric barrier sampling of water conductivity.","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.58.000000000 PM,"BRANDONROAD",22-OCT-21 03.51.44.000000000 PM,"","",
48,"RISK_REGISTER","TR-18b","Upload from spreadsheet:  PDT Discussions and Conclusions: USCG will provide the final regulated navigation area dictating the operating procedures for the area, build project first then USCG testing; PDT Discussion on Likelihood and Impact: Coast Guard personnel rotate out every three years, need to build continuity through the project; Risk Managment Discussion: Conduct workshops and design charrettes with USCG and navigation, make sure they are included on research presentations; When new staff comes in update them on the project.","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.58.000000000 PM,"BRANDONROAD",22-OCT-21 03.51.44.000000000 PM,"","",
1615,"RISK_REGISTER","OPP-1","ERDC has initiated building models.","","","",,"",,"","Matthew Zager",12-JUL-21 12.00.00.000000000 AM
1616,"RISK_REGISTER","OPP-1","Opportunity to improve navigation conditions better than what it is now.","","","",,"",,"","Matthew Zager",12-JUL-21 12.00.00.000000000 AM
1617,"RISK_REGISTER","OPP-1","Physical modeling of engineered channel and downstream channel approach; AISAP data tracking of navigation vessels (travel paths).","","","",,"",,"","Matthew Zager",12-JUL-21 12.00.00.000000000 AM
669,"RISK_REGISTER","OPP-1","Scopes of work being finalized for physical model, anticipate model completion within 18 months?  Modeling data will provide…., should include consideration of channel depth for vessel departure.; do not want to create a habitat for fish at approach channel ahead of barriers;  angled barrier(s) at the entrance (peninsula pulled back).","Marisa Lack","29-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Matthew Zager",12-JUL-21 12.00.00.000000000 AM
50,"RISK_REGISTER","TR-6h","Upload from spreadsheet:  PDT Discussions and Conclusions: Right sizing it for incremental construction; operations resources; foundation system given site may be capped if HTRW is present; future expandability for future technologies; We may not be able to get HTRW information in time to meet 2024 construction schedule; Reason for the schedule risk is due to impacts to construction methods that may be required to construct on the peninsula.; PDT Discussion on Likelihood and Impact: The location could jeopardize overall project costs if we use LDB for construction; Risk Managment Discussion: ROE to NRG to explore and sample ground; dialog with utility companies;  identify the closest source of power for delivery to site; Engineering Charrette (operations); get more permanent RE for future expansion if needed; creation of utility corridors/duct banks; investigating the possibility to construct on the LDB","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.58.000000000 PM,"BRANDONROAD",22-OCT-21 03.51.44.000000000 PM,"","",
59,"RISK_REGISTER","TR-1a","Upload from spreadsheet:  PDT Discussions and Conclusions: Decisions made to narrow the channel will magnify this concern; it also affects the prelockage/mooring; The lock operational procedures may need to be modified to maximize water exchange.; PDT Discussion on Likelihood and Impact: This would cause navigation delays if tows have to tie off further downstream. Impacts would be realized during operation, would not impact cost or schedule.; Risk Managment Discussion: We're conducting physical model at ERDC to investigate forces. May need to conduct field testing after installation.","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.58.000000000 PM,"BRANDONROAD",22-OCT-21 03.51.44.000000000 PM,"","",
661,"RISK_REGISTER","TR-6f","PDT Discussions and conclusions-Consideration of any construction or permanent features that could impact the existing floodway. Consideration to offset floodway impacts.  Also Part 3708 floodway appropriate use must be considered.
PDT Discussions on likelihood and impact-Will impact the design of Engineered Channel (length, height).   Note the risk of floodway impact could increase if the RDB is not available for construction of project components and facilities.  Note that risk is captured as part of risk item RE-1 acquisition of real estate
risk management strategy actions to be taken-Conduct H&H HEC-RAS modeling, regulatory & RE coordination with State of Illinois
","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",22-OCT-21 03.51.44.000000000 PM,"","Marisa Lack",
652,"RISK_REGISTER","CA-1","The team will address this when we get closer to construction.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",13-DEC-21 12.00.00.000000000 AM
653,"RISK_REGISTER","CA-2","The team will address this when we get closer to construction.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",13-DEC-21 12.00.00.000000000 AM
656,"RISK_REGISTER","CA-3","The team will address this when we get closer to construction.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",13-DEC-21 12.00.00.000000000 AM
657,"RISK_REGISTER","CA-4","The team will address this when we get closer to construction.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",13-DEC-21 12.00.00.000000000 AM
658,"RISK_REGISTER","CA-5","The team is currently working on IDIQ capabilities.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",13-DEC-21 12.00.00.000000000 AM
654,"RISK_REGISTER","PPM-1","Illinois has indicated in the past five years that they are unable to sign a Project Partnership Agreement, have issue with ""hold harmless"" and maintain in perpetuity. Illinois is also seeking financial support from the Great Lakes States and 95% design completion prior to signing PPA.","Marisa Lack","02-Sep-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",13-DEC-21 12.00.00.000000000 AM
655,"RISK_REGISTER","PPM-2","There is strong support for the project and the project is fully funded through the second year of a projected 3 year phase.","Marisa Lack","02-Sep-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",13-DEC-21 12.00.00.000000000 AM
659,"RISK_REGISTER","TR-6e","Are there impacts to navigation maneuverability & operations resulting from the shape, width, length, depth and alignment of the engineered channel?  If delays are incurred during lock through of the engineered channel this will impact the amount of flushing time that can be allowed for floaters.
Likelihood and impacts include draft of barges, piston effect, vulnerability to elisions, operation concerns with electrical barrier, maneuverability in bubble curtain and approach channel, approach velocities related to power water intake, Hawser forces, any channel wall gaps.
The team will gather input from navigation, USCG, Operations, IL DOT. The team will conduct physical modeling, gather AISAP data to analyze transit times, research ship simulator, VR technologies for communications, and conduct R&D on vessel maneuverability when in bubble curtain column (utilization of OD barges/tows).","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
1288,"RISK_REGISTER","TR-6e","PDT is constrained by allowable time of 15 minutes and we may find that more time is needed to flush. May be desired biologically but constrained economically.","Marisa Lack","14-Oct-2021","",,"",,"","",
1289,"RISK_REGISTER","TR-6e","The team will conduct queueing analysis. AIS testing will begin October 2021.","Marisa Lack","5-Oct-2021","",,"",,"","",
1290,"RISK_REGISTER","TR-1d","We could not conduct numeric modeling of barges in the chamber to measure the effectiveness of flush. How often will we be able to flush during certain times of the year? How do we buy down risk with physical modeling? We might not able to clear floating ANS from the chamber at the efficacy level required/desired.  We are limited to maximum 15 minute delay to navigation.  The team is conducting physical modeling of the flushing lock to maximize filling and emptying efficiency however, in the field, efficacy impacts would be realized during operation and would not impact construction cost or schedule. We're conducting physical modeling to reduce the risk. We will collect AISP data to see if LPMS data is accurate enough for us, continue communication with navigation, use time lapse photography, and/or bring in new technologies.Review during adaptive management for opportunities to maximize operating procedures.  Review hydrograph and compare to invasive carp spawning to capture this risk of passage during low flow periods. Conduct validation during physical modeling to identify a level of water exchange (effectiveness) for different head differential conditions.","Marisa Lack","20-Oct-2021","",,"",,"","",
1291,"RISK_REGISTER","TR-1d","Is high tail water a concern when flushing the lock? PDT is constrained by allowable time of 15 minutes and we may find that more time is needed to flush. May be desired biologically but constrained economically. There are supply water constraints depending on time of year.","Marisa Lack","14-Oct-2021","",,"",,"","",
1292,"RISK_REGISTER","TR-1d","The team will conduct queuing analysis. AIS testing will begin October 2021.","Marisa Lack","5-Oct-2021","",,"",,"","",
666,"RISK_REGISTER","EN-1","The NRG site had a Phase I Environmental assessment completed, and the recommendation of the Phase I was a Phase II Environmental Site Investigation. Site history includes documented USACE use for dredged material disposal, and possible fly ash disposal. Illinois Environmental Protection Agency personnel noted evidence of fly ash disposal and other materials.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
670,"RISK_REGISTER","EN-1","The state is actively working to complete Phase II analysis which includes sampling. It's a formal industrial site and dredge placement site with unknown disposal with potential to high impacts to cost and schedule. There was a lawsuit regarding potential ground water contamination at various NRG sites. Note this risk is related to risk RE-1 Land Acquisition in two ways. First we are dependent on land access (Rights of Entry for Exploration) being acquired to conduct the investigation. If we do not get access then the Phase II analysis cannot be completed and the land acquisition for construction cannot be completed. Second the results of a Phase II investigation could dictate that it is not feasible to acquire the site which is essentially the risk concern of RE-1 Land Acquisition of the preferred site cannot be acquired.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
963,"RISK_REGISTER","EN-1","Continue to have IL coordinate Rights of Entry with sponsor as the DNR may have additional leverage to negotiate and conduct Phase II investigation. Review status of court case documents.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
668,"RISK_REGISTER","RE-2","Currently the state's negotiations with the land owner are proceeding in a positive fashion. It appears the land owner is a willing seller.","Marisa Lack","29-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
962,"RISK_REGISTER","RE-2","Continue to work with IL on land acquisitions.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
665,"RISK_REGISTER","REGEN-1","Compensatory storage will be is required for the fill on the left descending bank (rubble mound) in the floodway of the Des Plaines River.  Local NFIP ordinances dictate what comp storage may be required in the floodplain fringe.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
961,"RISK_REGISTER","REGEN-1","Needs to be investigated.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
1293,"RISK_REGISTER","REGEN-1","The volume of material and footprint must be defined.","Marisa Lack","22-Jul-2021","",,"",,"","",
664,"RISK_REGISTER","REGEN-2","Lock 19 shows there is sound outside of the water. The sound levels are within acceptable decibel levels.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
976,"RISK_REGISTER","REGEN-2","Being evaluated at Lock 19 test site. The number of speakers will define design parameters.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
977,"RISK_REGISTER","REGEN-2","There's no local population close to the Brandon Road site.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
663,"RISK_REGISTER","TR-10","If controls are required to be in the same facility then this concern comes into play. The existing control house is on the Historic National Register.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
978,"RISK_REGISTER","TR-10","Will be addressed at an upcoming Design Charette.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
31,"RISK_REGISTER","TR-17","USACE controls the water supply and would govern availability to any developed hydropower ventures.","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.00.000000000 PM,"BRANDONROAD",20-AUG-21 03.29.00.000000000 PM,"","",
979,"RISK_REGISTER","TR-17","Establish water usage agreements.","Kayleigh Thomas","20-Aug-2021","",,"",,"","",
55,"RISK_REGISTER","TR-19","15 min flushing time was a study assumption, is that a correct assumption? Use Johnna's slides of lockage sequencing. How much buy back can we realize in times savings, total transit time, need the baseline to measure, what does this mean for the next boat up if stacked up at Lockport or downstream, how does it relate to the LPMS data over a period of time, negligible, slight, large impact?  Do queuing for barges to mitigate time? Are we designing to time deck hand has to walk to front of boat?  What are specific design parameters we are looking to address?","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.00.000000000 PM,"BRANDONROAD",20-AUG-21 03.29.00.000000000 PM,"","",
980,"RISK_REGISTER","TR-19","Need baseline information to establish what impacts or differences the project will have.","Kayleigh Thomas","20-Aug-2021","",,"",,"","",
981,"RISK_REGISTER","TR-19","Collect AISP or time stamped interval tracking of vessels to establish a baseline so that we can then determine our impacts.","Kayleigh Thomas","20-Aug-2021","",,"",,"","",
56,"RISK_REGISTER","TR-20","Research scheduled for FY22, provide best design we can now but may need to modify, What kind of flexibility can be designed in the feature to allow for adaptive management? Define design parimeters.; PDT Discussion on Likelihood and Impact: will impact schedule of design, air bubble curtain is in Risk Increment I; Risk Managment Discussion: Continue R&D, Peoria lock demo Fall/Winter FY22, test barge maneuverability transiting air bubble curtain/field. Defer testing and go to full design implementation at Brandon Road to execute the testing.","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.00.000000000 PM,"BRANDONROAD",20-AUG-21 03.29.00.000000000 PM,"","",
982,"RISK_REGISTER","TR-20","Will impact schedule of design, air bubble curtain is in Risk Increment I.","Kayleigh Thomas","20-Aug-2021","",,"",,"","",
983,"RISK_REGISTER","TR-20","Continue R&D, Peoria lock demo Fall/Winter FY22, test barge maneuverability transiting air bubble curtain/field. Defer testing and go to full design implementation at Brandon Road to execute the testing.","Kayleigh Thomas","20-Aug-2021","",,"",,"","",
662,"RISK_REGISTER","TR-8","Exploring new technologies and existing technologies in different environments. Balance between efficacy and navigation impacts. USCG to determine operating procedures after construction. 
PDT Discussions on likelihood and impact-Likely and could mean reduced effectiveness. Impacts would be realized during operation, would not impact construction cost or schedule.
Risk management strategy actions to be taken-Continue R&D and to work on increasing the effectiveness in the adaptive management phase.","Marisa Lack","22-Jul-2021","",,"BRANDONROAD",21-SEP-21 04.14.00.000000000 PM,"","Marisa Lack",
51,"RISK_REGISTER","TR-9","Limited systems are being tested. One system is patented so we do not have the ability to test. Do we have the right system? Are fish responsive to the systems being tested in the field? We need to maintain at appropriate levels that do not disrupt navigation and local residence. Is it sustainable?; PDT Discussion on Likelihood and Impact: If it's not affective, may need to abandon concept for another deterrent system; R&D will take several years to reach conclusions; durability; sediment; Risk Managment Discussion: Continued R&D; MVR support of testing at L&D 19 test site","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.00.000000000 PM,"BRANDONROAD",20-AUG-21 03.29.00.000000000 PM,"","",
25,"RISK_REGISTER","TR-9a","As the number of speakers increase, so will the construction and maintenance cost. Strive for modular design; redundancy.","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.00.000000000 PM,"BRANDONROAD",20-AUG-21 03.29.00.000000000 PM,"","",
1294,"RISK_REGISTER","TR-9a","initial indication is the number of speakers can be reduced. ","","","",,"",,"","",
1295,"RISK_REGISTER","TR-9a","Re-evaluate BR acoustics cross walked with data collected at Lock 19 for improvements.","","","",,"",,"","",
1296,"RISK_REGISTER","TR-9b","Ambient noise that affects community and navigation; impacts to public use of the adjacent area. ","","","",,"",,"","",
1601,"RISK_REGISTER","TR-9b","Re-evaluate BR acoustics cross walked with data collected at Lock 19 for improvements; evaluate similarities between channel depths (Lock 19 & Brandon Road); evaluate affects on actual navigation vessels at Lock 19.","","","",,"",,"","",
58,"RISK_REGISTER","TR-9b","Ambient noise could interfere with surroundings.","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.00.000000000 PM,"BRANDONROAD",20-AUG-21 03.29.00.000000000 PM,"","",
1602,"RISK_REGISTER","TR-9c","Could interfere with communications between deckhands and captains; empty barges becoming an amplifier of the sound; may lose efficacy of deterrent system if volume levels must be lowered; impacts to public use of the adjacent area. ","","","",,"",,"","",
1603,"RISK_REGISTER","TR-9c","Continued R&D; collect data; evaluate affects on actual navigation vessels at Lock 19.","","","",,"",,"","",
26,"RISK_REGISTER","TR-9c","Acoustic barrier can potentially resonate in the empty barges due to hollow hulls creating nuisance.","Kayleigh Thomas","8/20/2021 10:17:35 AM","BRANDONROAD",20-AUG-21 03.14.00.000000000 PM,"BRANDONROAD",20-AUG-21 03.29.00.000000000 PM,"","",
